STATION CODE,LOCATIONS,ZIP,date_of_deployment,kit_status,,,,,,,,
2951,"BANAS AT BISULPUR DAM, TONK",,,WORKING,,,,,,,,
2952,"BANAS AT NEAR NEWTA DAM, JAIPUR",,,WORKING,,,,,,,,
2945,"CHHAPI AT UPSTREAM OF CHHAPI DAM, JHALAWAR",,,WORKING,,,,,,,,
2946,"UJAD AT UPSTREAM OF BHIM SAGAR DAM, JHALAWAR",,,WORKING,,,,,,,,
1185,GHATPRABHA AT D/S OF MUDHOL RD. CROSS BDG.,,,WORKING,,,,,,,,
1163,GHATPRABHA AT W.A. POINT TO GOKAK TOWN,,,WORKING,,,,,,,,
1187,MALPRABHA AT D/S OF KHANAPUR VILLAGE,,,WORKING,,,,,,,,
1164,"MALPRABHA AT WATER ABSTR. PT. TO HUBLI,DHARWAR",,,WORKING,,,,,,,,
1186,MALPRABHA AT D/S OF AIHOLE TOWN,,,WORKING,,,,,,,,
2764,MALPRABHA AT BADAMI BRIDGE,,,WORKING,,,,,,,,
38,TUNGHABHADRA AT HONNALI BRIDGE,,,WORKING,,,,,,,,
1029,TUNGHABHADRA AT HARALAHALLI BRIDGE,,,WORKING,,,,,,,,
29,TUNGHABHADRA AT ULLANUR,,,WORKING,,,,,,,,
2768,TUNGABHADRA AT D/S OF HPF,,,WORKING,,,,,,,,
2769,TUNGABHADRA AT JACKWELL POINT,,,WORKING,,,,,,,,
2770,TUNGABHADRA AT HARIHAR WATER SUPPLY INTAKE,,,WORKING,,,,,,,,
2766,TUNGABHADRA AT NEW BRIDGE,,,WORKING,,,,,,,,
2767,TUNGABHADRA AT U/S OF HPF,,,WORKING,,,,,,,,
1174,"TUNGHABHADRA AT KURNOOL U/S, BAVAPURAM",,,WORKING,,,,,,,,
1785,"TUNGHABHADRA AT MANTHRALAYAM , KURNOOL",,,WORKING,,,,,,,,
1168,TUNGHA AT D/S OF SHIMOGA TOWN,,,WORKING,,,,,,,,
1896,CONFLUENCE POINT OF TUNGA AND BHADRA AT KUDLI,,,WORKING,,,,,,,,
1091,BHADRA AT MALLESWARAM D/S OF KIOCL,,,WORKING,,,,,,,,
1387,BHADRA AT D/S OF BHADRAVATHI,,,WORKING,,,,,,,,
1169,"BHADRA AT D/S OF KIOCL ROAD BRIDGE, NEAR HOLEHUNNUR",,,WORKING,,,,,,,,
2765,BHADRA AT U/S OF MPM,,,WORKING,,,,,,,,
2771,BHADRA AT U/S OF KIOCL,,,WORKING,,,,,,,,
1172,MUSI U/S AT HYDERABAD,,,WORKING,,,,,,,,
1173,MUSI D/S AT HYDERABAD,,,WORKING,,,,,,,,
2339,"MUSI AT NAGOLE,RANGAREDDY",,,WORKING,,,,,,,,
3082,"RIVER MUSI RESERVOIR AT KASANIGUDA,  NALGONDA",,,WORKING,,,,,,,,
1178,"PALLERU BEFORE CONFL. WITH KRISHNA, JAGGAYYAPET",,,WORKING,,,,,,,,
1177,"MUNERU BEFORE CONFL. WITH KRISHNA, NANDIGAMA",,,WORKING,,,,,,,,
1895,KAGINA D/S OF SEWAGE DISPOSAL POINT,,,WORKING,,,,,,,,
2777,KAGINA AT SHAHABAD BRIDGE,,,WORKING,,,,,,,,
2349,"NAKKAVAGU, BACHUGUDEM",,,WORKING,,,,,,,,
2350,"RIVER HUNDRI, JOHARPUR(V), NEAR TEMPLE, KURNOOL",,,WORKING,,,,,,,,
2351,"RIVER KUNDU, NANDYAL, NEAR OVER BDG., KURNOOL",,,WORKING,,,,,,,,
2763,ASANGI NALLA AT ASANGI VILL.,,,WORKING,,,,,,,,
2195,"NIRA RIVER AT D/S OF JUBILANT ORGANOSIS, PUNE.",,,WORKING,,,,,,,,
2682,"NIRA RIVER AT U/S OF JUBILANT ORGANOSIS, BARAMATI, PUNE.",,,WORKING,,,,,,,,
1463,NIRA AT SAROLE BDG.ON PUNE-BANGLORE HIGHWAY,,,WORKING,,,,,,,,
2681,"NIRA RIVER AT SANGAVI, PHALTAN, SATARA",,,WORKING,,,,,,,,
2683,"NIRA RIVER AT SHINDEWADI, SHIRVAL, KHANDALA, SATARA",,,WORKING,,,,,,,,
2186,"VENNA RIVER AT VARYE, SATARA.",,,WORKING,,,,,,,,
2716,"VENNA RIVER AT MAHABALESHWAR, SATARA",,,WORKING,,,,,,,,
2717,"VENNA RIVER AT MAHULI, SATARA.",,,WORKING,,,,,,,,
2189,KOYNA RIVER AT KARAD.,,,WORKING,,,,,,,,
2194,MULA RIVER AT HARRISON BDG NEAR MULA- PAWANA SANGAM.,,,WORKING,,,,,,,,
2193,"MULA RIVER AT AUNDH BRIDGE, AUNDGAON.",,,WORKING,,,,,,,,
2192,MULA-MUTHA  RIVER AT MUNDHAWA BRIDGE.,,,WORKING,,,,,,,,
2677,"MULA-MUTHA RIVER AT D/S OF THEUR, HAWELI, PUNE",,,WORKING,,,,,,,,
2191,MUTHA RIVER AT SANGAM BRIDGE NEAR GANAPATHY GHAT.,,,WORKING,,,,,,,,
2678,"MUTHA RIVER NEAR VEER SAVARKAR BHAVAN, PUNE.",,,WORKING,,,,,,,,
2679,"MUTHA RIVER AT DECCAN BRIDGE, PUNE.",,,WORKING,,,,,,,,
2680,"MUTHAAT KHADAKVASLA DAM, KHADAKVASLA, HAWELI, PUNE.",,,WORKING,,,,,,,,
2196,"PAWANA RIVER AT SANGAVIGAON, PUNE.",,,WORKING,,,,,,,,
2690,"PAWNA RIVER AT KASARWADI, HAWELI, PUNE.",,,WORKING,,,,,,,,
2691,"PAWNA AT DAPODI BRIDGE, AT PAWANA- MULLA SANGAM,PUNE.",,,WORKING,,,,,,,,
2692,"PAWNA AT RAVET WEIR, PUNE.",,,WORKING,,,,,,,,
2693,"PAWNA AT CHINCHWADGAON, PUNE.",,,WORKING,,,,,,,,
2694,"PAWNA RIVER AT PIMPRIGAON, PUNE.",,,WORKING,,,,,,,,
2197,"INDRAYANI RIVER AT D/S OF ALANDIGAON, PUNE",,,WORKING,,,,,,,,
2668,"INDRAYANI RIVER AT D/S OF MOSHIGAON, HAWELI, PUNE",,,WORKING,,,,,,,,
2669,"INDRAYANI RIVER AT U/S OF MOSHIGAON, HAWELI, PUNE.",,,WORKING,,,,,,,,
1911,CHANDRABHAGA U/S OF PANDHARPUR TOWN,,,WORKING,,,,,,,,
1912,CHANDRABHAGA D/S OF PANDHARPUR TOWN,,,WORKING,,,,,,,,
2665,"GHOD RIVER AT SHIRUR, PUNE.",,,WORKING,,,,,,,,
2705,"SINA RIVER NEAR LABOTI TOLL NAKA, LABOTI, MOHAL, SOLAPUR",,,WORKING,,,,,,,,
2711,"URMODI AT NAGTHANE, SATARA.",,,WORKING,,,,,,,,
1311,PANCHAGANGA AT ICHALKARANJI,,,WORKING,,,,,,,,
2163,PANCHAGANGA RIVER AT SHIROL NEAR SHIROL INTAKE WELL.,,,WORKING,,,,,,,,
1904,PANCHAGANGA U/S OF KOLHAPUR TOWN,,,WORKING,,,,,,,,
1905,PANCHAGANGA D/S OF KOLHAPUR TOWN,,,WORKING,,,,,,,,
1189,BHIMA AT PUNE U/S VITHALWADI,,,WORKING,,,,,,,,
2655,"BHIMA AT KOREGAON NEAR KOREGAON BDG, SHIRUR, PUNE",,,WORKING,,,,,,,,
2656,"BHIMA RIVER-BACKWATER OF UJANI DAM NEAR RAW WATER PUMP HOUSE, KUMBARGAON, INDAPUR, PUNE",,,WORKING,,,,,,,,
1190,"BHIMA AT PUNE, D/S OF BUNDGARDEN",,,WORKING,,,,,,,,
1191,BHIMA AT PARGAON (A/CWITH MULE MARTHA),,,WORKING,,,,,,,,
1192,BHIMA AFTER CONF. WITH DAUNT,,,WORKING,,,,,,,,
1188,"BHIMA AT NARSINGHPUR,(D/S AF.CONFL.WITH R.NIRA)",,,WORKING,,,,,,,,
28,BHIMA AT TAKLI,,,WORKING,,,,,,,,
1183,BHIMA AT D/S OF ROAD BRIDGE AT GANGAPUR,,,WORKING,,,,,,,,
1184,BHIMA AT FEROZABAD VILLAGE (D/S),,,WORKING,,,,,,,,
1888,BHIMA AT CONFL. OF JEWARGI TOWN SEWAGE DISPOSAL POINT,,,WORKING,,,,,,,,
1893,YAGACHI RIVER NEAR PUMPING STATION. HASSAN CITY,,,WORKING,,,,,,,,
1199,HEMAVATI AT D/S OF HOLENARASIPURA TOWN AT RAMADEVALA WEIR,,,WORKING,,,,,,,,
1200,"SHIMSHA AT D/S OF HIGHWAY BRIDGE, YEDIYAR",,,WORKING,,,,,,,,
1166,"SHIMSHA AT D/S OF BRIDGE, HALAGUR",,,WORKING,,,,,,,,
1165,ARKAVATHI AT D/S OF KANAKAPURA TOWN,,,WORKING,,,,,,,,
2778,ARKAVATHI AT T.G. HALLI RESERVOIR,,,WORKING,,,,,,,,
1196,LAKSHMANTIRTHA  AT D/S OF HUNSUR TOWN,,,WORKING,,,,,,,,
2772,LAKSHMANTIRTHA  AT D/S OF KATTEMALAVADI,,,WORKING,,,,,,,,
1207,KABBANI AT MUTHANKARA,,,WORKING,,,,,,,,
1197,KABBANI AT SARAGUR VILL. D/S,,,WORKING,,,,,,,,
41,KABBANI AT CAUSE WAY  SATTUR,,,WORKING,,,,,,,,
1445,KABBANI AT WATER INTAKE OF KIADB AT NANJANGUD,,,WORKING,,,,,,,,
2775,"KABINI AT BATHING GHAT, NANJANAGUD",,,WORKING,,,,,,,,
1208,BHAVANI AT ELACHIVAZHY,,,WORKING,,,,,,,,
1201,BHAVANI AT PATHIRAKALIAMMAN KOIL,,,WORKING,,,,,,,,
1204,BHAVANI AT SIRUMUGAI,,,WORKING,,,,,,,,
1321,BHAVANI AT BHAVANI SAGAR,,,WORKING,,,,,,,,
1205,BHAVANI AT BHAVANI,,,WORKING,,,,,,,,
3019,"BHAVANI AT D/S OF BHAVANI SAGAR, SATHYAMANGALAM, ERODE",,,WORKING,,,,,,,,
3020,"U/S OF KALINGARAYAN CANAL (B5), ERODE",,,WORKING,,,,,,,,
3021,"D/S OF KALINGARAYAN CANAL (B10), ERODE",,,WORKING,,,,,,,,
3024,"SARABANGA AT SALEM, D/S OF TEXTILE DYEING INDUSTRIES EFFLUENT",,,WORKING,,,,,,,,
3022,"THIRUMANIMUTHAR AT SALEM,  D/S OF SAGO & TEXTILE DYING INDUSTRIES",,,WORKING,,,,,,,,
1553,"YAMUNA , U/S PAONTA SAHIB",,,WORKING,,,,,,,,
1554,"YAMUNA , D/S PAONTA SAHIB",,,WORKING,,,,,,,,
1069,YAMUNA AT ALLAHABAD D/S (BALUA GHAT),,,WORKING,,,,,,,,
